CDC;Nome;Peso;Grade
00402940126;MATRIZ;43473;210
00403101007;COORD FINANCEIRA;43473;210
00404801044;WEALTH MANAGEMENT SERVICES;43473;210
00404803166;SUP PROD ME UNID EXT E INST;43473;210
00434104177;MIDDLE MKT BASE 8107;43594;210
00434104795;SUP TES INTERNAC GESTAO RISCOS;43473;210
00434134147;SUPERINT MESA EMP PF PP NEGOCI;43473;210
00434134449;AREA DE FINANCAS;43473;210
00434134852;AREA CRED PROD PF SIS CAN ELET;43473;210
00434135222;DIR NEGOCIOS IMOBILIARIOS;43473;210
00434135724;SUP HIGH ALPHA;43473;210
00434135755;GER ESTRUTURACAO PROD VAREJO;43473;210
00434136109;DIRETORIA DE TESOURARIA;43473;210
00434136258;AREA ITAU ARGENTINA;43473;210
00434136528;SUP DE PDD;43473;210
00434136777;SUP TESOURARIA INTERNACIONAL;43473;210
00434137101;COORD EQ LT RES CONSUMERGOODS;43473;210
00434137452;SUPCIA RENDA VARIAVEL 2;43473;210
00434137467;SUP GEST PORT CIB TESO OP ATAC;43473;210
00434137553;SUP PESQUISA ECON ESTRATEGICA;43473;210
00434138657;SUP OPERACOES ESTRUTURADAS;43473;210
00434138715;DIR DE ASSUNTOS INTERNACIONAIS;43473;210
00434170866;SUP COML INSTITUCIONAL ITAUCOR;43473;210
