CDC;Nome;Peso;Grade
00402909488;VICE-PRES EXEC RECURSOS OPER;4362.38;381
00402940126;MATRIZ;14000.19;381
00404802212;SUP PROCESSAMENTO LIQ E CAIXA;4666.73;381
00404841212;SUP CONTRAT ATIVOS E GARANTIAS;4362.38;381
00434101063;SP PB ITAUTEC RSV;4667.63;381
00434102001;2001 AGOP MERC CAPIT;4666.73;381
00434104464;UNID CONTAB - WMS;4666.73;381
00434104668;GER CONTR OP BNDES/FIN E FIANC;4666.73;381
00434104846;UNID PROJETOS ORIG VEICULOS;4666.73;381
00434105314;GER ATEND COLABORAD E INVESTIM;4666.73;381
00434105452;GER K-OPERACOES DE COBRANCA;4666.73;381
00434105814;UNID DE DEMONSTR FINANCEIRAS;4666.73;381
00434106063;CEL ATEND CONSIG PJ;4666.73;381
00434106306;UNID ATEND 30H 1;4666.73;381
00434106732;SUP ATENDIMENTO ITCV;4666.73;381
00434106929;UNID OPER LEASING;4666.73;381
00434108398;GER OP CORRETORAS;4666.73;381
00434108443;UNID PGTO CUSTODIA ESCRITURACA;4666.73;381
00434109822;GER ATEND 30H PERSONNALITE;4666.73;381
00434111063;1063 SP PB ITAUTEC RSV;4666.73;381
00434121998;ITAUTEC PHILCO S/A;4666.73;381
00434130136;GER OUVIDORIA;4666.73;381
00434130316;GER PORTFOLIO SPECIALISTS;4666.73;381
00434131067;UNID LIQ CAIXA E CAMBIO;4666.73;381
00434131095;GER OPERACOES CONSIG ITAU;4666.73;381
00434131097;CEL ATENDIMENTO PJ VAREJO;4666.73;381
00434132269;GER QUALIDADE CORRETORA;4666.73;381
00434134043;SUP ATEND SUP MICROINFO;4666.73;381
00434134053;DIR CTO INFRA E OPERACOES TI;4666.73;381
00434134831;SUPERINT SEGURANCA E PAGADORIA;4666.73;381
00434134926;SUP ENGENHARIA E ADM PREDIAL;4666.73;381
00434135000;CEI/DICOM-5;4666.73;381
00434135075;SUPERINT DE CONTROLADORIA;18666.92;381
00434135275;SUPERINT CAMBIO;4666.73;381
00434135600;GER DE OPERACOES GARANTIAS;4666.73;381
00434135729;SUP BUSINESS INTELLIGENCE;4666.73;381
00434135836;GER BUSINESS CENTER;4666.73;381
00434135973;GER RELAT GERENCIAIS PROJETOS;4666.73;381
00434136144;GER LIQUIDACAO WMS;4666.73;381
00434136145;CEL OP DE CTA CORRENTE PJ 8;4666.73;381
00434136661;GER PROCESSAMENTO;4666.73;381
00434136676;UNID CONTROLE DE ACESSO;4666.73;381
00434136802;SUP OPERACOES INTERNAS PF;4666.73;381
00434136909;GER OPERACOES ESCRITURACAO;4666.73;381
00434136910;SUP DE NEGOCIOS CAMBIO;9333.46;381
00434136988;GER POL CRED VEIC E RENTABILID;4666.73;381
00434137013;UNID PROC OPERACOES ESCRITURAL;4666.73;381
00434137459;SUP ATD EMPRESAS CASH OPB;4666.73;381
00434137772;GER QUALID NEGOCIOS DSMC;4666.73;381
00434138057;GER CI OPERACOES WMS DSMC;4666.73;381
00434138148;UNID PROCESSOS DE CRED IMOB;4666.73;381
00434138202;GER K-CRED DEALERS E ATENDIMEN;4666.73;381
00434138570;GER COBR ESCRIT CIVS;4666.73;381
00434138626;COORD SERV PARA CORRETORAS;4666.73;381
00434138697;GER CLIENT SERV SEC SERVICES;4666.73;381
00434138741;GER DE SEGURANCA-ADM CENTRAL;4666.73;381
00434142211;GER ATENDIMENTO ITI;4666.73;381
00434146600;UNID PROC E GUARDA DE DOCS;4666.73;381
00434160717;PLAT UNICLASS 3335 PB;4666.73;381
00434161248;CEL ATEND IMPLANTACAO CASH 2;4666.73;381
