CDC;Nome;Peso;Grade
00402940126;MATRIZ;4620;442
00403101050;AREA DE RECURSOS HUMANOS;210;442
00404800001;ADMINISTRACAO GERAL;2790;442
00404800093;SUP PLANEJ E FRANQ CIB;1820;442
00404800302;DIR MESAS E PRODUTOS MARKETS;2980;442
00404800580;SUP MIDDLE OFF OP NAC INT CAM;6400;442
00404801069;MESAS E VENDAS-MESA CLIENT ULT;2790;442
00404802195;SUP PROJECT FINANCE ELETRICA;800;442
00404802212;SUP PROCESSAMENTO LIQ E CAIXA;1410;442
00404803043;SUP PLANEJ E FRANQ CIB;210;442
00404803085;DIR EXE MIDDLE MARKET;2010;442
00404803116;SUP CRED GDES EMPRESA PORTF;5600;442
00404803125;SUP FI CORPORATE & MIDDLE;1000;442
00404803168;PRODUTOS TES FI E UE;1790;442
00404803224;DIR DO AGRONEGOCIO;2000;442
00404803246;INVEST BANKING DEPART BRASIL;410;442
00404803417;SUP COML CORP BH RJ;600;442
00404803802;SUP CONCESSAO CORP E MIDDLE 3;600;442
00404810029;CH PRODUTOS RECEBIM E CONC 3;1000;442
00404840120;GER PLANEJ GESTAO CAP PORTF;2610;442
00404840501;RT RECEBER E ARRECADAR;1000;442
00404840509;DIR CASH MANAGEMENT ATACADO;4330;442
00404841014;SUP OP PE REPASSES CASH FIANCA;1600;442
00404841211;SUP ABERT RELAC LEGAL FORMALIZ;3180;442
00404841212;SUP CONTRAT ATIVOS E GARANTIAS;5790;442
00404863962;DIR PLANEJ ESTRATEGIA E FRANQ;410;442
00404890031;DIR PROJECT FINANCE;1000;442
00404890225;SUP PROD VENDAS CASH 2 CORP;420;442
00404890450;DIR INVEST BANKING DEPART;410;442
00404890500;GER SERV CORPORATIVOS;800;442
00434100123;RANCHO ALEGRE PR;410;442
00434100180;S PAULO SENADOR QUEI;210;442
00434100443;FEIRA DE SANTANA BA;210;442
00434100718;S ANDRE PARQ DAS NAC;210;442
00434101192;S PAULO ITAIM PAULIS;210;442
00434101208;SAO LUIZ DO ANAUA RR;210;442
00434102183;S PAULO PB KRAFT SUCHARD;210;442
00434103765;PERSONNALITE FARIA LIMA;210;442
00434104152;IBBA-GER OPERACOES TRANSF;410;442
00434104752;GRAVATAI PB EPCOS BR;1000;442
00434105163;SUP RO ATACADO;210;442
00434106132;DIR RIS CRED MODELAGEM;1040;442
00434108423;GER OP DE AUTOMACAO BANCARIA;210;442
00434108842;JOINVILLE PRINCIPE;210;442
00434113121;3121 GUANHAES MG;210;442
00434116311;6311 S B C PB VOLKSWAGEN;210;442
00434118008;8008 ARARAQUARA SAO PAULO;410;442
00434130335;COORD ACOES CIV CONT FRAUD CAR;210;442
00434130498;GER DIREC MIDDLE E CORP CAXIAS;210;442
00434130518;GER VENDAS MIDDLE E CORP 1;840;442
00434130740;UNID MARGEM FINANCEIRA ATACADO;210;442
00434130749;GER TRATAMENTO NAO PADRONIZADO;410;442
00434130750;UNID PLANEJAMENTO DOP;410;442
00434131150;COORD METODO ESTUDOS;210;442
00434131178;UNID DERIV RV E FUNDOS EXCLUS;2190;442
00434131179;UNID CAPTACAO CRED E FUNDOS S;800;442
00434131195;UNID RO OPERACOES ATACADO II;1000;442
00434131269;UNID ENG DE DADOS E SOLUCOES;410;442
00434131896;COORD EVOLUCAO DE NEGOCIOS;410;442
00434131915;GER SOL BANCO DE DADOS;1790;442
00434131916;GER RECURSOS E SOLUC DE MICRO;72780;442
00434131927;SUP ENG DE PROJ DE INFRA DE TI;4570;442
00434131930;GER SOLUCOES DISTRIBUIDA;210;442
00434131931;GER SOLUCOES REDES;2790;442
00434131932;GER UNIF VOZ ATENDIMENTO;2390;442
00434131951;GER AUDIT TI PROD PROC ATACADO;600;442
00434131952;UNID RO CORRETORA;210;442
00434131970;GER RO VALID MOD MERC LIQ;210;442
00434132047;COORD ENG SIST GARANTIAS;210;442
