CDC;Nome;Peso;Grade
00404801044;WEALTH MANAGEMENT SERVICES;21623.78;245
00404810000;INSTITUCIONAL;20022.02;245
00434134323;GPO APOIO UNIDADES EXTERIOR;30033.03;245
00434135429;DIR PRIVATE BANK;21623.78;245
00434137513;AREA DE AUDITORIA;67574.33;245
00434137807;GALAXINIM ADM PARTICIP LTDA;18220.04;245
00434139216;DIR SEGMENTO PERSONNALITE;103613.97;245
00434143365;SUP PLANEJAM SUPORTE A GESTAO;60066.06;245
00434170567;ITAUCARD FINANCEIRA/ITAU;30033.03;245
00434172163;DIRETORIA DE FINANCAS VAREJO;18220.04;245
00434175554;INTEGRACAO VEICULOS;19321.25;245
00434175555;INTEGRACAO IMOBILIARIO;19321.25;245
00434175556;INTEGRACAO CONSORCIO;19321.25;245
00434175813;INTEGRACAO - BANCO PF;67574.47;245
00434175814;INTEGRACAO - AGENCIAS;67574.33;245
00434175816;INTEGRACAO - PREMIUM II;67574.33;245
00434175818;INTEG-CONSIG NAO CORRENTISTA;67574.33;245
00434175819;INTEGRACAO - WMS;21623.78;245
00434175822;INTEG-CLIENTES INSTITUCIONAIS;21623.78;245
00434175823;INTEGRACAO - INVEST E PREVIDEN;21623.78;245
00434175824;INTEGRACAO-SERV MERCADO CAPITA;21623.78;245
00434175830;INTEGRACAO - DPPJ;20022.02;245
00434175833;CEL INTEGRACAO CARTOES ITAU;30033.03;245
00434175834;INTEGRACAO FIC ITAU;30033.03;245
00434175835;INTEGRACAO FAI ITAU;30033.03;245
00434175837;INTEGRACAO - DIOEMP;20022.02;245
00434175844;INTEGRACAO - MARKETING;14015.41;245
00434175845;INTEGRACAO - TECNOLOGIA;30033.03;245
02000500001;ITAU SEGUROS - MATRIZ;20022.02;245
