CDC;Nome;Peso;Grade
00434136803;DIR CREDITO PESSOA FISICA;151515.15;391
00434138288;DIR NEGOCIOS EMP TOP BUSINESS;40404.04;391
00434147224;DIR CANAIS INTERNOS & CLIENTE;10101.01;391
00434157672;DIR CONSORCIO;20202.02;391
00434157681;DIR EXEC COORD VAREJO E EMP;20202.02;391
00434161505;SUP OUVIDORIA PLANEJ E PROJET;30303.03;391
00434163563;ADM ITAUCARD LOJISTAS;10101.01;391
00434167244;SUP NEG BIG MARISA IPIRANGA;40404.04;391
00434169862;UNID IPIRANGA;20202.02;391
00434170060;DIR PRODUTOS EMPRESAS;20202.02;391
00434170187;DIR OPERACIONAL DE AGENCIAS;10101.01;391
00434170508;DIR NEG ITAUCRED VEICULOS;80808.08;391
00434170714;DIR ATENDIMENTO AO CLIENTE;10101.01;391
00434171000;INVESTCRED CARTOES;222222.23;391
00434171195;GER SEGUROS ITAUBANCO;20202.02;391
00434173136;DIR PRODUTOS P FISICA E CRM;90909.09;391
00434174834;DIR OPERACOES CRED IMOB PF;20202.02;391
00434175226;DIR SERVICOS E INFRA-ESTRUTURA;30303.03;391
00434175492;SUP NEG FIC CARTOES;70707.07;391
00434176659;SUP FRANQUIA C1 E C2 CART;20202.02;391
02052300714;LUIZACRED;10101.01;391
Z - CC Nao cadastrado;#N/D;50505.05;391
