CDC;Nome;Peso;Grade
00402903505;MACAE RJ;47619.05;437
00402903524;ITABORAI RJ;47619.05;437
00402903537;NITEROI JOSE CLEMENTE;47619.05;437
00434103371;BELO HTE PB STA DOROTEIA;47619.05;437
00434103426;RIO PAQUETA;47618.95;437
00434103603;SAO JOAO DA BARRA RJ;47619.1;437
00434103604;RIO JARDIM GUANABARA;47619.05;437
00434103605;VALAO DO BARRO RJ;47619.05;437
00434103606;PETROPOLIS RJ;47619.05;437
00434103607;PORTO ALEGRE RS;47619.05;437
00434103608;ITALVA RJ;47619.05;437
00434103609;SAO PEDRO D ALDEIA RJ;47619.05;437
00434103612;PAPUCAIA RJ;47619.05;437
00434103613;ATIBAIA-AV DNA GERTRUDES;47619.05;437
00434103615;BETIM-JF DAS ALTEROS;47619.05;437
00434103616;BACAXA RJ;47619.05;437
00434103617;CAPAO BONITO SP;47619.05;437
00434103619;NV PARNAMIRIM M LACE;47619.05;437
00434103620;FLORIANOPOLIS SC;47619.05;437
00434103621;RIO SETE DE SETEMBRO;47619.05;437
Z - CC Nao cadastrado;#N/D;47619.05;437
