CDC;Nome;Peso;Grade
00434104582;CEL ATEND 30H 46;80000;330
00434104583;CEL ATEND 30H 43;240000;330
00434104584;UNID OUTBOUND PF;110000;330
00434104585;CEL ATEND SAC SEM SITO;40000;330
00434105362;UNID ATEND SAC 1;40000;330
00434136802;SUP OPERACOES INTERNAS PF;110000;330
00434175717;CEL ATEND 30H 11;170000;330
00434175998;CELULA RELAC IA E IU;10000;330
00434176289;CEL ATEND BANKFONE 1;40000;330
00434176292;UNID ATEND BANKLINE E CEI RIO;10000;330
00434176293;CEL ATEND 30H 21;120000;330
00434176298;UNID ATEND DIGITAL PERSONNALIT;10000;330
00434176299;UNID ATEND CONSIGNADO;20000;330
