CDC;Nome;Peso;Grade
00434100964;PLAT 0964 LI BH MG INT;83700;244
00434105021;PLAT 5021 FIAT BH;83300;244
00434106478;PLAT 6478 PESADOS BH RJ;83300;244
00434107354;PLAT 7354 ITAUCRED BH INTERIOR;83300;244
00434107361;PLAT 7361 CONC MG;83300;244
00434107805;PLAT 7805 MOTOS B HORIZONTE;83300;244
00434135531;GER OPER REL TRABALHO-MG/CO/ES;83300;244
00434135705;CEL MONIT CAMPO IMPLANT;83300;244
00434135799;ITAU SEGUROS / ITAU (*);83300;244
00434136822;UNID SEG ESTRATEG MINAS-CO;83300;244
00434142531;GER PLAT FIAT BH;83300;244
00434170796;FUNDACAO ITAUBANCO-MG;83300;244
