CDC;Nome;Peso;Grade
00434133002;OPER MIDDLE 8935 BRASILIA;100000;441
00434140385;SUP COML MIDDLE MG ES;100000;441
00434140397;REGIONAL MIDDLE 8935 BRASILIA;100000;441
00434140534;SUP COML IMOB;100000;441
00434140548;COML CORP CO NE BRASILIA;100000;441
00434161949;GER CASH LARGE AGRO BRASILIA;100000;441
00434161950;GER DIREC MIDDLE CORP CMP GDE;100000;441
00434166282;PROD VENDAS ATIVOS 7 UBERLAND;100000;441
00434166375;PROD VENDAS ATIVOS 1 BH;100000;441
00434172938;SUP COML CORP BH CO;100000;441
