CDC;Nome;Peso;Grade
00402940126;MATRIZ;13215.84;453
00403101050;AREA DE RECURSOS HUMANOS;2202.64;453
00404800001;ADMINISTRACAO GERAL;4405.28;453
00404800093;SUP PLANEJ E FRANQ CIB;6607.92;453
00404800302;DIR MESAS E PRODUTOS MARKETS;2202.64;453
00404800580;SUP MIDDLE OFF OP NAC INT CAM;4405.28;453
00404801069;MESAS E VENDAS-MESA CLIENT ULT;2202.64;453
00404801086;SUP TES BANK OP INTERNACIONAIS;2202.64;453
00404801229;SUP PLANEJ TES INSTITUCIONAL;2202.64;453
00404801235;GER FI ESTRUT SUCURITIZACAO;2202.64;453
00404801301;FIXED INCOME;2202.64;453
00404802176;SUP EQ LT TRADE INSTITUCIONAL;2202.64;453
00404802195;SUP PROJECT FINANCE ELETRICA;2202.64;453
00404802212;SUP PROCESSAMENTO LIQ E CAIXA;8810.56;453
00404803042;SUP PSG-TECNOLOGIA;2202.64;453
00404803043;SUP PLANEJ E FRANQ CIB;4405.28;453
00404803045;GER PLANEJ LATAM;2202.64;453
00404803085;DIR EXE MIDDLE MARKET;6607.92;453
00404803116;SUP CRED GDES EMPRESA PORTF;6607.92;453
00404803125;SUP FI CORPORATE & MIDDLE;4405.28;453
00404803168;PRODUTOS TES FI E UE;6607.92;453
00404803246;INVEST BANKING DEPART BRASIL;2202.64;453
00404810000;INSTITUCIONAL;11013.2;453
00404810029;CH PRODUTOS RECEBIM E CONC 3;2202.64;453
00404840120;GER PLANEJ GESTAO CAP PORTF;8810.56;453
00404840501;RT RECEBER E ARRECADAR;4405.28;453
00404841014;SUP OP PE REPASSES CASH FIANCA;2202.64;453
00404841211;SUP ABERT RELAC LEGAL FORMALIZ;2202.64;453
00404841212;SUP CONTRAT ATIVOS E GARANTIAS;4405.28;453
00404863962;DIR PLANEJ ESTRATEGIA E FRANQ;2202.64;453
00404890031;DIR PROJECT FINANCE;2202.64;453
00404890225;SUP PROD VENDAS CASH 2 CORP;4405.28;453
00404890500;GER SERV CORPORATIVOS;2202.64;453
00434134061;SUP SOLUC REDES E DATA CENTER;2202.64;453
00434134476;COORD EQUITIES LT SALES CAMBIO;2202.64;453
00434136056;DIR EXEC COMMERCIAL BANKING;2202.64;453
00434137101;COORD EQ LT RES CONSUMERGOODS;2202.64;453
00434137467;SUP GEST PORT CIB TESO OP ATAC;2202.64;453
