CDC;Nome;Peso;Grade
00404800580;SUP MIDDLE OFF OP NAC INT CAM;62500;447
00404803085;DIR EXE MIDDLE MARKET;62500;447
00404890225;SUP PROD VENDAS CASH 2 CORP;62500;447
00434141126;DIR COML LARGE RJ/BH/CO/NE;62500;447
00434141128;COML LARGE RJ;62500;447
00434141148;COML ULTRA 1 RJ;62500;447
00434141154;PROD-CASH M-COML 1;62500;447
00434141181;PROD.C.MAN-COM 3-ULT RJ;62500;447
00434141221;GER ATENDIMENTO SERV CASH 4;62500;447
00434141233;COORD ATEND SERV CASH RJ;62500;447
00434141234;COORD IMPLANTACAO CASH RJ;62500;447
00434141242;UNID CASH TESOURARIA RJ;62500;447
00434141252;UNID CADASTRO CASH RJ;62500;447
00434141360;COORD MIDDLE OFFICE CIB RJ;62500;447
00434143092;COORD OP ESP EMP FINAME RJ;62500;447
07042609708;FINAME LEASING - GESTAO IBBA;62500;447
