CDC;Nome;Peso;Grade
00404801044;WEALTH MANAGEMENT SERVICES;18454.67;240
00404810000;INSTITUCIONAL;10139.93;240
00434134323;GPO APOIO UNIDADES EXTERIOR;334617.74;240
00434135429;DIR PRIVATE BANK;18454.67;240
00434137513;AREA DE AUDITORIA;62867.57;240
00434139216;DIR SEGMENTO PERSONNALITE;62867.57;240
00434143365;SUP PLANEJAM SUPORTE A GESTAO;30419.79;240
00434175813;INTEGRACAO - BANCO PF;62867.61;240
00434175814;INTEGRACAO - AGENCIAS;62867.57;240
00434175816;INTEGRACAO - PREMIUM II;62867.57;240
00434175818;INTEG-CONSIG NAO CORRENTISTA;62867.57;240
00434175819;INTEGRACAO - WMS;18454.67;240
00434175822;INTEG-CLIENTES INSTITUCIONAIS;18454.67;240
00434175823;INTEGRACAO - INVEST E PREVIDEN;18454.67;240
00434175824;INTEGRACAO-SERV MERCADO CAPITA;18454.67;240
00434175830;INTEGRACAO - DPPJ;10139.93;240
00434175837;INTEGRACAO - DIOEMP;10139.93;240
00434175839;INTEGRACAO PESSOAS;58811.6;240
00434175840;INTEGRACAO UNIDADES EXTERNAS;57797.6;240
