CDC;Nome;Peso;Grade
00434100548;CURITIBA PR;62499.98;378
00434104332;UNID COML CRED IMOB SUL;62499.98;378
00434104490;CENTRO TP - CURITIBA;62499.98;378
00434106861;AG ESPEC VAL MOBIL CURITIBA;62499.99;378
00434110548;0548 CURITIBA PR;62499.98;378
00434121267;CURITIBA PR;62499.98;378
00434121268;CURITIBA PR;62499.98;378
00434134603;GSO CURITIBA NORTE;62499.98;378
00434134820;SUP OPERACOES-RELACOES TRABALH;62500.29;378
00434136678;GER MOB MIDDLE PONTO E LICENCA;62499.98;378
00434137262;GER DES INDUSTRIA SIST LEGADO;62499.98;378
00434138097;SEGURANCA DO TRABALHO - PR;62499.98;378
00434138098;UNID SAUDE OCUPACIONAL - PR;62499.98;378
00434170999;AREA DE AUDITORIA INTERNA;62499.98;378
00434177417;AREAS DESOCUPADAS;62499.98;378
00525404172;GER INSP ATEND/PROC E SUPORTE;62499.98;378
