CDC;Nome;Peso;Grade
00402940100;IC SUP DE OPERACOES;66;108
00402940101;REG COML HORIZ CONSIG 1 IC;341;108
00402940102;FILIAL COML HORIZ MANAUS-AM;11;108
00402940103;FILIAL COML HORIZ NATAL-RN;11;108
00402940104;FILIAL COML HORIZ RECIFE-PE;44;108
00402940105;FILIAL COML VERT SAO PAULO INT;55;108
00402940107;IC CEL GESTAO PROCESSAM;22;108
00402940110;GER DE PRE VENDA;11;108
00402940111;IC GER INFORMACOES;99;108
00402940113;IC COORD FORMALIZACAO;22;108
00402940114;IC COORD CONTRATACAO SP;1144;108
00402940115;IC COORD RELACIONAMENTO;22;108
00402940119;DIRETORIA ITAU CORRESPONDENTE;154;108
00402940120;IC COORD POS VENDA BH;11;108
00402940121;UNID SUPORTE POS VENDA BH;22;108
00402940122;IC COORD SERVICING;55;108
00402940126;MATRIZ;33;108
00402942667;COMUNIDADE ITAU CORRESPONDENTE;759;108
00402943157;UNID CORBANS;22;108
00402943158;GER CONTRATACAO E FORMALIZACAO;748;108
00402943159;IC COORD QUALIDADE;44;108
00402943161;FILIAL COML HORIZ CURITIBA-PR;33;108
00402943162;FILIAL COML HORIZ PORTO VELHO;22;108
00402943165;FILIAL COML HORIZ BELEM-PA;33;108
00402943167;FILIAL COML HORIZ BRASILIA-DF;33;108
00402943170;FILIAL COML HORIZ SP INT-SP;66;108
00402943229;COORD CAPITAL GIRO IC;44;108
00402943232;COORD MIS E PLANO QUALIDADE IC;77;108
00402943233;COORD FRAUDES E ACOES CIV IC;22;108
00402943234;COORD PRODUTOS POS VENDA E CON;22;108
00402943275;COORD PORTABILIDADE IC;22;108
00402943335;COORD DESENVOLV PRODUTOS IC;44;108
00402943345;COORD GEST COMISSIONAMENTO IC;22;108
00402943346;COORD PRICING IC;11;108
00402943382;COORD GEST CARTEIRAS E AGIR IC;22;108
00402943495;IC GER RELAC E QUALIDADE;22;108
00402943718;SUP COML VERTICAL IC;33;108
00402943730;DIR COML ITAU CORRESPONDENTE;44;108
00402943782;CHAPTER DE PRODUTOS IC 4;22;108
00402943784;CHAPTER DE PRICING IC;11;108
00402945820;COORD NUCLEO ESPECIALIZADO IC;11;108
00402948781;CHAPTER DE PRODUTOS IC 2;66;108
00402948782;PORTFOLIO IC;11;108
00402957532;IC COORD GESTAO INFORMACAO;913;108
00402957648;HUB ITAU CORRESPONDENTE;33;108
00402957649;UNID HUB 1;11;108
00402957650;UNID HUB 2;44;108
00402957915;FILIAL COML VERT BRASILIA-DF;22;108
00402957916;REG COML VERTICAL CONSIG 1 IC;11;108
00402957917;FILIAL COML VERT RIO JANEIRO;77;108
00402957918;REG COML HORIZ CONSIG 2 IC;198;108
00402957919;FILIAL COML VERT PORTO ALEGRE-;22;108
00402957920;FILIAL COML VERT CURITIBA-PR;11;108
00402957921;FILIAL COML VERT FLORIANOPOLIS;22;108
00402957922;REG COML VERTICAL CONSIG 3 IC;33;108
00402957923;FILIAL COML VERT BELO HORIZONT;55;108
00402957925;REG COML VERTICAL CONSIG 2 IC;22;108
00402957926;FILIAL COML VERT FORTALEZA-CE;11;108
00402957930;FILIAL COML VERT RECIFE-PE;55;108
00402957931;FILIAL COML VERT SALVADOR-BA;22;108
00402957936;FILIAL COML VERT PORTO VELHO;11;108
00402957937;FILIAL COML VERT MANAUS-AM;11;108
00402957941;FILIAL COML VERT SAO PAULO-SP;44;108
00402957943;PLANEJAMENTO COMERCIAL IC;33;108
00402957944;CHAPTER DE PRODUTOS IC 3;11;108
00402957950;COORD CANAIS E OFERTA INT IC;44;108
00403141701;CEL GESC CIVEL MASSIFICADO BH;11;108
00403144832;CEL PRE AUDITORIA OPER PE;22;108
00403160045;UNID LEGAL HPC BCO MULTIPLO;33;108
00403160048;HPC SUPORTE ACQUIRER;66;108
00403160049;CEL ATENDIMENTO E INCENTIVOS;22;108
00403160959;UNID REP LEGAL RECIFE;99;108
00403181935;HC BIG CACHOEIRINHA;11;108
00403184141;SAC HIPERCARD;11;108
00403187929;PRODUTOS EMISSOR;506;108
00403188074;HC BIG SAO LEOPOLDO;55;108
00403188218;HC BIG ESTEIO;11;108
00403189434;PRJ EXPANSAO NACS 1 E 2;11;108
00403189435;COORD FWI;11;108
00403189647;ATENDIMENTO EMISSOR HC;132;108
00403189728;TI-HIPERCARD;11;108
00403189786;COBR INT/EXT HC;22;108
00403189836;E-CAPTURE-EMP BRASILEIRA CTEL;33;108
00404800001;ADMINISTRACAO GERAL;22;108
00404800093;SUP PLANEJ E FRANQ CIB;11;108
00404800302;DIR MESAS E PRODUTOS MARKETS;187;108
00404800902;SUPORTE A PRESIDENCIA;11;108
00404801044;WEALTH MANAGEMENT SERVICES;11;108
00404801069;MESAS E VENDAS-MESA CLIENT ULT;121;108
00404801235;GER FI ESTRUT SUCURITIZACAO;11;108
00404802195;SUP PROJECT FINANCE ELETRICA;11;108
00404803043;SUP PLANEJ E FRANQ CIB;11;108
00404803047;PSG - TESOURARIA - OPERACIONAL;110;108
00404803075;TECNOLOGIA;11;108
00404803125;SUP FI CORPORATE & MIDDLE;44;108
00404803172;VENDAS ESP ATIVOS MID MARKET;11;108
00404803224;DIR DO AGRONEGOCIO;44;108
00404803246;INVEST BANKING DEPART BRASIL;33;108
00404803257;SUP COML AGRO NORTE;231;108
00404803371;DIR CRED MID CORP POL GOV DGA;22;108
00404803424;SUP COML CORP CPS INT;33;108
00404803656;SUP COML MIDDLE RJ ES;22;108
00404803717;SUP COML MULTINACIONAIS;55;108
00404803802;SUP CONCESSAO CORP E MIDDLE 3;121;108
00404803803;SUP CONCESSAO  CORP E MIDDLE 2;22;108
00404810000;INSTITUCIONAL;44;108
00404840501;RT RECEBER E ARRECADAR;11;108
00404840509;DIR CASH MANAGEMENT ATACADO;33;108
00404863963;TECNOL-INFRA.SERV.TI-SER DESK;11;108
00404890031;DIR PROJECT FINANCE;22;108
00404890450;DIR INVEST BANKING DEPART;11;108
00404890552;TEC-INFRAEST.SERV.DE TI;77;108
00434104363;UNID CRED IMOB COM PLAT 4363;11;108
00434106132;DIR RIS CRED MODELAGEM;264;108
00434124854;TOTALIZADOR DE CORPORACAO;11;108
00434130014;UNID PROJ ESTEIRAS DIGITAIS;88;108
00434130131;COORD GESTAO DEMANDAS;22;108
00434130134;UNID BUREAU DIGITAL;77;108
00434130136;GER OUVIDORIA;341;108
00434130142;UNID COMERCIAL DF II;44;108
00434130144;UNID COMERCIAL BA I;22;108
00434130145;COORD GOV OPERACIONAL;154;108
00434130152;DIR CREDITO EMPRESAS;3322;108
00434130155;UNID PROJETOS E OBRAS I;55;108
00434130162;9325 AGOP.E4 AV 17 AGOSTO PE;33;108
00434130170;9364 AGOP E4 ARACAJU PR 13 JUL;11;108
00434130311;UNID CONTR FIN SEG CREDITO;33;108
00434130314;UNID PAGTS OPER SEG CREDITO;242;108
00434130316;GER PORTFOLIO SPECIALISTS;66;108
00434130317;GER CLIENT SOLUTIONS;11;108
00434130319;GER CANAIS CRITICOS;880;108
00434130321;COORD OPER CHARGEBACK DEBITO;44;108
00434130322;UNID OPER PREV A FRAUDE ACC;110;108
00434130324;UNID REGUL FRAUDE E DETEC ACC;22;108
00434130325;COORD OPER CBK DESACORDO E PL;165;108
00434130327;COORD OPER CBK MASSIF E ATRITO;187;108
00434130328;GER OPER MONITORAM CARTOES;605;108
00434130329;GER OPER CHARGEBACK EMISSOR;1122;108
00434130330;COORD INTERCAMBIO CHIP ACC;99;108
00434130332;COORD PREP DOCS INTERC ACC;66;108
00434130333;UNID DETECCAO 3;33;108
00434130334;UNID CONTROLE OPER AUT ACC;11;108
00434130335;COORD ACOES CIV CONT FRAUD CAR;22;108
00434130336;UNID BO ODC CARTOES FRAUDE;11;108
00434130337;COORD OPER CBK EVOL PROCESSOS;88;108
00434130343;PLAT PVT NOVOS NEGOCIOS SP 5;22;108
00434130344;PLAT PVT NOVOS NEGOCIOS RJ 1;33;108
00434130483;UNID RECEPCAO E BLOQUEIOS;154;108
00434130486;PLATAFORMA DIGITAL;33;108
00434130487;UNID ATEND GER EMPRESAS 9;22;108
00434130489;COORD RELAC PERSONNALITE 2;22;108
00434130498;GER DIREC MIDDLE E CORP CAXIAS;11;108
00434130500;GER CASH MIDDLE 1 SP;99;108
00434130503;PROD VENDAS ATIVOS 3 RECIFE;33;108
00434130505;GER CASH MIDDLE 5 VITORIA;11;108
00434130506;GER CASH MIDDLE 5;55;108
00434130507;GER CASH MIDDLE 2 GO;33;108
00434130510;COORD PAG E RECEB SP N BU;55;108
00434130511;GER CASH MIDDLE 2 RJ;77;108
00434130512;ATIVOS MIDDLE I RJ PIO X;11;108
00434130513;UNID10 EMP2 FILIAL SAO PAULO;22;108
00434130516;GER CASH MIDDLE 3 CUR;44;108
00434130518;GER VENDAS MIDDLE E CORP 1;88;108
00434130520;GER CASH MIDDLE 2 MANAUS;11;108
00434130525;COORD PAG E RECEB SP L TB;143;108
00434130526;GER CASH MIDDLE 4 REC;22;108
00434130706;GER DADOS & ANALYTICS LATAM;33;108
00434130707;GERENCIA FRANQUIAS LATAM;44;108
00434130711;GER CX E PROD DIGITAIS LATAM;55;108
00434130719;GER ATEND ESPEC PLANEJ E PROC;11;108
00434130721;COOR ENG FACILITIES DC;165;108
00434130723;UNID SUPORTE OPER IMOVEIS;22;108
00434130725;UNID CRED IMOB CONV IA IU 2;165;108
00434130726;UNID SUPORTE AGS OPER VAREJO;66;108
00434130730;UNID PVT HIGH PORTO ALEGRE AC;11;108
00434130733;PLAT PVT HIGH RJ 1;22;108
00434130737;UNID CONT QUAL PROC PREV FRAUD;121;108
00434130740;UNID MARGEM FINANCEIRA ATACADO;44;108
00434130743;ENG PARAM RISCO DE CREDITO;11;108
00434130745;PLAT ITAU EMP TOP 3833 CURITIB;484;108
00434130746;PLAT ITAU-EMP 2 TABOAO 3247;176;108
00434130748;PLAT ITAU-EMP 2 8090 BRASILIA;11;108
00434130749;GER TRATAMENTO NAO PADRONIZADO;44;108
00434130750;UNID PLANEJAMENTO DOP;1507;108
00434130753;SUP SEGURANCA DE AGENCIAS;2552;108
00434130767;APJ 2971 RIO DOWNTOWN;11;108
00434130781;APJ 6933 P ALEGRE BOM JESUS;11;108
00434130787;SUP UNIDADES EXTERNAS;22;108
00434130796;APJ 0572 TABOAO DA SERRA SP;11;108
00434130806;APJ 0141 SP AGUA RASA;22;108
00434130811;APJ 2945 SP SHOP INTERLAGOS;22;108
00434130820;APJ 3184 SP AV ROLAND GARROS;110;108
00434130830;APJ 6288 SP NOVA SAO MIGUEL;11;108
00434130861;APJ 8499 SP NOVA JOAQUIM FLOR;22;108
00434130875;APJ 6895 SAO GONCALO COLUBAND;11;108
00434130877;APJ 1690 S B DO CAMPO-B ASSUNC;11;108
00434130917;APJ 6875 DIADEMA SERRARIA;11;108
00434130918;APJ 7853 DIADEMA-R M DA NOBREG;11;108
00434130921;APJ 7771 CONTAGEM RESSACA;11;108
00434130924;APJ 7158 ARACAT R MARCILIO DI;11;108
00434130926;APJ 3080 OURO BRANCO MG;11;108
00434130950;APJ 1601 FERRAZ DE VASCONCELO;22;108
00434130966;APJ 7864 SERRA JACARAIPE;11;108
00434130976;APJ 4356 CRISTALINA GO;11;108
00434130982;APJ 0157 PIRASSUNUNGA-SP;22;108
00434130990;APJ 3213 BRAS CONJUNTO NACION;11;108
00434130996;APJ 8090 BRASILIA W3 SUL;11;108
00434131007;APJ 7426 LAGES BAIRRO CORAL;11;108
00434131016;APJ 4842 ARRAIAL DO CABO RJ;11;108
00434131023;APJ 7858 SAO JOSE-FORQUILHINHA;11;108
00434131028;APJ 3185 BUZIOS RJ;22;108
00434131041;APJ 7385 S J DOS CAMPOS JD AM;11;108
00434131046;APJ 8053 JACAREI JD P DO AMPAR;11;108
00434131057;UNID PROC TESOURARIA PROJ;11;108
00434131064;RELACIONAMENTO SDC PORTO ALEGR;33;108
00434131065;RELACIONAMENTO SDC JOAO PESSOA;22;108
00434131066;GER INCENTIVOS MENSAL;33;108
00434131067;UNID LIQ CAIXA E CAMBIO;11;108
00434131071;GER GESTAO DE ENCERRAMENTOS;341;108
00434131074;GER JUR CIVEL MASS RESIDENTES;209;108
00434131078;SUP PAB;121;108
00434131079;GSO PAB GRANDE SP;33;108
00434131080;GER PATROC ESPORTIVOS;66;108
00434131081;UNID DE CONHEC METODOLOGIA;66;108
00434131084;UNID PLANEJAMENTO PERFORMANCE;77;108
00434131086;UNID DE REPORTE A COLEGIADOS;88;108
00434131089;GER CORBAN;198;108
00434131090;GSO MEIOS DE PAGAMENTOS 2;121;108
00434131091;UNID NEGOCIOS CORBAN - SP;99;108
00434131092;UNID NEGOCIOS COBRAN - MG;22;108
00434131093;UNID NEGOCIOS CORBAN - RJ;11;108
00434131095;GER OPERACOES CONSIG ITAU;77;108
00434131096;CEL ATENDIMENTO PF VAREJO;198;108
00434131097;CEL ATENDIMENTO PJ VAREJO;231;108
00434131099;COORD PARAMETROS E FIN VAREJO;44;108
00434131124;UNID CRED IMOB COML IAIU;33;108
00434131130;SUPERINT COM REG 17-PB MG/CO/N;121;108
00434131138;UNID SUPRIMENTOS;154;108
00434131142;UNID PROJETOS E OBRAS II;88;108
00434131144;SUP ENGENHARIA E FERRAMENTAS;253;108
00434131145;GER PLANEJ REDE AGENCIAS;22;108
00434131146;GER CAPACITACAO E COMUNICACAO;198;108
00434131147;GER MEDICAO E PROD SATISFACAO;22;108
00434131148;COORD PRODUTOS DE SATISFACAO;44;108
00434131149;COORD COMUNICACAO;121;108
00434131150;COORD METODO ESTUDOS;22;108
00434131151;GER REG AGENC-REG 54-SP LESTE;22;108
00434131155;GER REG AGENCIAS-REG 61-JACMAD;11;108
00434131157;UNID CONTR POS MEA II;121;108
00434131158;UNID CONTR POS MEA I;88;108
00434131159;UNID CONTR POS MEA III;77;108
00434131160;UNID REM PARC LOYALTY;55;108
00434131163;UNID CONTR LIQUID CONTAS A E B;77;108
00434131166;UNID CONTROLE LIQ BCO NACIONAL;33;108
00434131168;UNID ACORDOS;22;108
00434131169;GER CONTR GARANTIAS JUDICIAIS;627;108
00434131171;SUP POL COBR E MESA ACORDO PJ;44;108
00434131176;UNID RO IAP RJ;22;108
00434131178;UNID DERIV RV E FUNDOS EXCLUS;11;108
00434131181;GER PROCESSOS E GESTAO RISCOS;11;108
00434131182;UNID CONTROLE RISCO OPER COBR;33;108
00434131183;UNID GESTAO RESULT BPF IMOB;99;108
00434131185;UNID PORTFOLIO COB BPF;11;108
00434131190;GER PRECOS E PORTFOLIO;44;108
00434131191;UNID MESA RENEGOC PERSONNALITE;44;108
00434131193;UNID ESTRATEGIA CANAL COML;99;108
00434131194;COORD RO TI ATACADO;22;108
00434131195;UNID RO OPERACOES ATACADO II;11;108
00434131196;UNID OUVIDORIA II;187;108
00434131197;UNID MELHORIAS E MONITORAMENTO;66;108
00434131198;COORD TRATAMENTO DE RCS;88;108
00434131199;COORD ATEND RFX TRIAGEM;121;108
00434131200;UNID RISCOS FORNECEDOR E DPCA;143;108
00434131202;GER REG AGENCIAS-REG 46-AM AC;22;108
00434131203;GRA-REG 46-AP/PA;22;108
00434131205;GRA-REG 52-ST ANDRE;11;108
00434131206;GRA-REG 23-MG BH S/OURO PRETO;33;108
00434131207;GRA-REG 51-PIRITUBA/LIMAO;33;108
00434131210;GRA-REG 24-CONTAGEM;33;108
00434131211;GER REG AGENCIAS-REG 24-VARGIN;22;108
00434131212;GRA-REG 24-POCOS DE CALDAS;33;108
00434131213;GER REG AG-REG 64-MEIER BONSUC;11;108
00434131214;GER REG AGENCIAS-REG 62-REGSER;11;108
00434131215;GER REG AGENCIAS-REG 64-REGLAG;22;108
00434131216;GER REG AG-REG 64-TIJUCA MARAC;11;108
00434131217;GER REG AG-REG 65-SG ITABORAI;22;108
00434131218;GER REG AGENCIAS-REG 62-BOTFLA;11;108
00434131220;GRA-REG 68-VIT/VL VE/CACHOEIRO;11;108
00434131221;GER REG AGENCIAS-REG 61-BARREC;33;108
00434131222;GER REG AGENCIAS REG 65 DUQSJM;11;108
00434131223;GRA-REG 27-GOV VALADARES;11;108
00434131224;GER REG AGENC-REG 63-PORTO RIO;44;108
00434131225;GER REG AGENCIAS-REG 20-SOR;11;108
00434131226;GER REG AGENCIAS-REG 20-BAURU;22;108
00434131227;GRA-REG 21-PIRACICABA/R CLARO;11;108
00434131228;GER REG AGENCIAS-REG 20-PPRMAR;22;108
00434131229;GER REG AGENCIAS-REG 21-RP;11;108
00434131230;GRA-REG 21-HORTOLANDIA/SUMARE;11;108
00434131231;GER REG AGENCIAS-REG 56-SJCCRU;11;108
00434131232;GER REG AGE-REG 56-GU PON RASA;11;108
00434131233;GER REG AGENCIAS-REG 56-SJCBP;11;108
00434131234;GER REG AGENCIAS-REG 45-GOCENO;22;108
00434131235;GER REG AGENCIAS-REG 45-GOIACN;55;108
00434131236;GRA-REG 48-SB ASA N/GO NORDEST;11;108
00434131237;GRA-REG 66-SALV/FEIRA SANTANA;11;108
00434131239;GRA-REG 67-AL/PB;22;108
00434131240;GRA REG 68 RN/PI;44;108
00434131242;GER REG AGENCIAS-REG 41-POANOR;22;108
00434131243;GER REG AGENCIAS-REG 41-SERRRS;319;108
00434131245;GER REG AGENCIAS-REG 42-JOIN L;11;108
00434131246;GER REG AGENCIAS-REG 42-CHAP B;66;108
00434131247;GRA-REG 43-CTB SUL;22;108
00434131248;GER REG AGENCIAS-REG 44-GUARAP;11;108
00434131249;GRA-REG 44-LONDRINA/INTERIOR S;11;108
00434131250;GER REG AGENCIAS-REG 42-CASC;11;108
00434131251;GER REG AGENC-REG 55-CAM BELO;33;108
00434131252;GRA-REG 51-VL GUILHER/VL MARIA;11;108
00434131253;GRA-REG 52-SBC;22;108
00434131254;GER REG AGEN-REG 53-BAR OSASCO;11;108
00434131255;GER REG AGE-REG 55-SP OE COTIA;11;108
00434131256;GRA-REG 57-CONCEICAO/S JUDAS;11;108
00434131257;GRA-REG 51-HIGIEN/BARRA FUNDA;33;108
