CDC;Nome;Peso;Grade
00402903403;RIO CASTELO;40000;439
00402903506;BARRA MANSA RJ;40000;439
00402903507;CAMPOS DOS GOYTACAZES RJ;40000;439
00402903512;DUQUE DE CAXIAS RJ;40000;439
00402903528;ARARUAMA RJ;40000;439
00402903665;RIO PRIMEIRO DE MARCO;40000;439
00402909457;DECAD-DEPTO CADASTRO;40000;439
00434103371;BELO HTE PB STA DOROTEIA;40000;439
00434103411;RIO TIJUCA;40000;439
00434103417;RIO MADUREIRA;40000;439
00434103642;S PAULO VILA MARIA;40000;439
00434103647;SAO BERNARDO DO CAMPO SP;40000;439
00434103648;S PAULO SILVA BUENO;40000;439
00434103649;CAMPINAS SP;40000;439
00434103650;MACUCO RJ;40000;439
00434103651;RIO CAT C ARCOVERDE;40000;439
00434103652;RIO RIO COMPRIDO;40000;439
00434103653;RIO AV CHILE;40000;439
00434103655;RIO PILARES;40000;439
00434103656;RIO MERC S SEBASTIAO;40000;439
00434103658;RIO BARRA SHOPPING;40000;439
00434103659;RIO ANA NERI;40000;439
00434103661;RIO CAT CONDE DE BONFIM;40000;439
Z - CC Nao cadastrado;#N/D;80000;439
